sampleID,pond,doy,year,time,depth_m,temp_C,do_sat,do_mgl,spcond_uScm,pH,chl_ugl,pc_ugl,
P22-124-S0-C,Strickers,124,2022,10:32,0,11.6,128.3,13.85,NA,NA,NA,NA,
P22-124-S0-C,Strickers,124,2022,10:32,0.25,11.4,131.7,14.4,NA,NA,NA,NA,
P22-124-S0-C,Strickers,124,2022,10:32,0.5,9.8,151.3,13.02,NA,NA,NA,NA,
P22-124-S0-C,Strickers,124,2022,10:32,0.75,9.5,107.6,12.25,NA,NA,NA,NA,
P22-124-S0-C,Strickers,124,2022,10:32,1,9,89.8,9.97,NA,NA,NA,NA,
P22-124-T0-C,Tiedemans,124,2022,12:32,0,14.7,152.1,15.4,NA,NA,NA,NA,
P22-124-T0-C,Tiedemans,124,2022,12:32,0.25,11.2,132.3,14.74,NA,NA,NA,NA,
P22-124-T0-C,Tiedemans,124,2022,12:32,0.5,9.6,121.2,13.95,NA,NA,NA,NA,
P22-124-T0-C,Tiedemans,124,2022,12:32,0.75,9.2,115.2,13.29,NA,NA,NA,NA,
P22-131-S0-C,Strickers,131,2022,10:03,0,25.3,149.7,12.15,NA,NA,NA,NA,
P22-131-S0-C,Strickers,131,2022,10:03,0.25,24,92.8,7.81,NA,NA,NA,NA,
P22-131-S0-C,Strickers,131,2022,10:03,0.5,22,26.9,1.76,NA,NA,NA,NA,
P22-131-S0-C,Strickers,131,2022,10:03,0.75,21.4,12.1,1.02,NA,NA,NA,NA,
P22-131-T0-C,Tiedemans,131,2022,10:55,0,26.6,101.6,8.61,460.3,NA,NA,NA,
P22-131-T0-C,Tiedemans,131,2022,10:55,0.25,26,67.6,5.51,426.6,NA,NA,NA,
P22-131-T0-C,Tiedemans,131,2022,10:55,0.5,25.5,40.6,3.3,426.6,NA,NA,NA,
P22-131-T0-C,Tiedemans,131,2022,10:55,0.75,25.7,31.7,3.06,425.2,NA,NA,NA,
P22-143-S0-C,Strickers,143,2022,9:33,0.25,16.7,152.6,14.67,432.1,NA,NA,NA,
P22-143-S0-C,Strickers,143,2022,9:33,0.5,16.4,136.2,13.3,437.6,NA,NA,NA,
P22-143-S0-C,Strickers,143,2022,9:33,0.75,15.2,132.2,13.26,426.8,NA,NA,NA,
P22-143-T0-C,Tiedemans,143,2022,12:12,0,17.6,73.8,7,526,NA,NA,NA,
P22-143-T0-C,Tiedemans,143,2022,12:12,0.25,17.2,69.9,6.72,519,NA,NA,NA,
P22-143-T0-C,Tiedemans,143,2022,12:12,0.5,16.9,71.2,6.89,504,NA,NA,NA,
P22-143-T0-C,Tiedemans,143,2022,12:12,0.75,16.8,64.8,6.27,501,NA,NA,NA,
P22-151-S0-C,Strickers,151,2022,9:23,0,22.5,108.7,9.46,341.6,NA,NA,NA,
P22-151-S0-C,Strickers,151,2022,9:23,0.25,22.4,109.2,9,343.2,NA,NA,NA,
P22-151-S0-C,Strickers,151,2022,9:23,0.5,22.4,92.9,7.8,341,NA,NA,NA,
P22-151-S0-C,Strickers,151,2022,9:23,0.75,22.4,9.2,0.85,341.6,NA,NA,NA,
P22-151-T0-C,Tiedemans,151,2022,9:23,0,22.9,123.1,10.57,411.9,NA,NA,NA,
P22-151-T0-C,Tiedemans,151,2022,9:23,0.25,22.9,129.6,11.14,415.5,NA,NA,NA,
P22-151-T0-C,Tiedemans,151,2022,9:23,0.5,22.9,130.5,11.2,415.5,NA,NA,NA,
P22-151-T0-C,Tiedemans,151,2022,9:23,0.75,22.9,130.3,11.18,415.5,NA,NA,NA,
P22-151-T0-C,Tiedemans,151,2022,9:23,1,22.9,130.4,11.2,415.5,NA,NA,NA,
P22-158-S0-C,Strickers,158,2022,9:30,0,19.7,155.2,14.14,343.8,NA,NA,NA,
P22-158-S0-C,Strickers,158,2022,9:30,0.25,19.4,112.9,10.41,328.1,NA,NA,NA,
P22-158-S0-C,Strickers,158,2022,9:30,0.5,19.1,126.6,11.72,327.7,NA,NA,NA,
P22-158-S0-C,Strickers,158,2022,9:30,0.75,19,124.8,11.48,328.4,NA,NA,NA,
P22-158-T0-C,Tiedemans,158,2022,11:34,0,22.72,170.7,14.86,416.1,NA,NA,NA,
P22-158-T0-C,Tiedemans,158,2022,11:34,0.25,19.6,131.3,11.99,407.9,NA,NA,NA,
P22-158-T0-C,Tiedemans,158,2022,11:34,0.5,19.5,125.2,11.48,406.4,NA,NA,NA,
P22-164-S0-C,Strickers,164,2022,10:43,0,21.4,155.6,13.81,314.3,NA,NA,NA,
P22-164-S0-C,Strickers,164,2022,10:43,0.5,21.3,152.3,13.49,313.7,NA,NA,NA,
P22-164-T0-C,Tiedemans,164,2022,10:43,0,23.3,158.6,13.59,376.7,NA,NA,NA,
P22-164-T0-C,Tiedemans,164,2022,10:43,0.5,22.8,158.1,13.62,368.1,NA,NA,NA,
P22-164-T0-C,Tiedemans,164,2022,10:43,1,22.1,154.7,13.49,363.6,NA,NA,NA,
P22-171-S0-C,Strickers,171,2022,9:05,0,25.6,85.7,7.02,246.7,NA,NA,NA,
P22-171-S0-C,Strickers,171,2022,9:05,0.5,25.1,81.8,6.75,247.7,NA,NA,NA,
P22-171-S0-C,Strickers,171,2022,9:05,1,24.5,55.1,4.59,248.3,NA,NA,NA,
P22-171-T0-C,Tiedemans,171,2022,9:05,0,23.8,71,6,306.7,NA,NA,NA,
P22-171-T0-C,Tiedemans,171,2022,9:05,0.5,23.7,68.5,5.8,310.7,NA,NA,NA,
P22-171-T0-C,Tiedemans,171,2022,9:05,1,23.2,50.2,4.28,313.1,NA,NA,NA,
P22-173-E0-S,Elver,173,2022,2:22,0,29,137.5,10.56,200.6,NA,NA,NA,
P22-173-E0-S,Elver,173,2022,2:22,0.5,29,137.8,10.6,200.6,NA,NA,NA,
P22-173-E0-S,Elver,173,2022,2:22,1,26.7,130.5,10.46,201.2,NA,NA,NA,
P22-173-E0-S,Elver,173,2022,2:22,1.5,24.7,57.5,4.79,199.8,NA,NA,NA,
P22-173-L0-S,Lakeview,173,2022,12:27,0,27.5,185.7,14.63,641,NA,NA,NA,
P22-173-L0-S,Lakeview,173,2022,12:27,0.5,26.6,152.1,12.18,660,NA,NA,NA,
P22-173-L0-S,Lakeview,173,2022,12:27,1,26.2,140.6,11.58,663,NA,NA,NA,
P22-173-L0-S,Lakeview,173,2022,12:27,1.5,24.1,99.4,7.74,731,NA,NA,NA,
P22-173-L0-S,Lakeview,173,2022,12:27,2,22.5,62.1,5.37,824,NA,NA,NA,
P22-173-M0-S,McKee,173,2022,15:45,0,30,184.9,13.99,215,NA,NA,NA,
P22-173-M0-S,McKee,173,2022,15:45,0.5,26.9,71.3,6.24,213,NA,NA,NA,
P22-173-M0-S,McKee,173,2022,15:45,1,26.2,23.9,1.92,216.5,NA,NA,NA,
P22-173-O0-S,OrchidNorth,173,2022,9:42,0,26.7,97.1,7.78,194.8,NA,NA,NA,
P22-173-O0-S,OrchidNorth,173,2022,9:42,0.5,26.4,81.7,6.58,196.2,NA,NA,NA,
P22-173-O0-S,OrchidNorth,173,2022,9:42,1,25.3,26.2,2.15,200.6,NA,NA,NA,
P22-178-S0-C,Strickers,178,2022,10:30,0,23.3,130.5,11.16,267.6,NA,NA,NA,
P22-178-S0-C,Strickers,178,2022,10:30,0.5,23.2,132.8,11.33,268.7,NA,NA,NA,
P22-178-T0-C,Tiedemans,178,2022,8:52,0,20.4,72.1,6.51,331.9,NA,NA,NA,
P22-178-T0-C,Tiedemans,178,2022,8:52,0.5,20.1,56.4,5.11,332.3,NA,NA,NA,
P22-178-T0-C,Tiedemans,178,2022,8:52,1,20,42.2,3.83,332.8,NA,NA,NA,
P22-179-E0-S,Elver,179,2022,12:00,0,25,109.8,9.08,204.7,NA,NA,NA,
P22-179-E0-S,Elver,179,2022,12:00,0.5,24.8,112.1,9.3,205.9,NA,NA,NA,
P22-179-E0-S,Elver,179,2022,12:00,1,24.1,91.7,7.64,205.1,NA,NA,NA,
P22-179-E0-S,Elver,179,2022,12:00,1.5,23.7,63.4,5.37,205.1,NA,NA,NA,
P22-179-E0-S,Elver,179,2022,12:00,2,23.2,11.5,0.98,205.8,NA,NA,NA,
P22-179-L0-S,Lakeview,179,2022,10:30,0,24.8,155.2,12.8,656,NA,NA,NA,
P22-179-L0-S,Lakeview,179,2022,10:30,0.5,24.3,118.2,9.83,684,NA,NA,NA,
P22-179-L0-S,Lakeview,179,2022,10:30,1,24.1,112.9,9.47,689,NA,NA,NA,
P22-179-L0-S,Lakeview,179,2022,10:30,1.5,23.7,61.2,4.92,693,NA,NA,NA,
P22-179-L0-S,Lakeview,179,2022,10:30,2,22.9,24.3,2.08,718,NA,NA,NA,
P22-179-LW0-C,LakeviewWest,179,2022,10:10,0,24.6,152,12.7,314.1,NA,NA,NA,
P22-179-LW0-C,LakeviewWest,179,2022,10:10,0.5,23.9,87.8,7.43,306.6,NA,NA,NA,
P22-179-LW0-C,LakeviewWest,179,2022,10:10,1,23.6,25.1,2.13,306.4,NA,NA,NA,
P22-179-M0-S,McKee,179,2022,1:20,0,26.5,169.8,13.67,219.6,NA,NA,NA,
P22-179-M0-S,McKee,179,2022,1:20,0.5,25.3,133.2,11,223.8,NA,NA,NA,
P22-179-M0-S,McKee,179,2022,1:20,1,24.1,82.4,6.91,221.6,NA,NA,NA,
P22-179-O0-S,OrchidNorth,179,2022,9:02,0,23.8,85.7,7.24,216.8,NA,NA,NA,
P22-179-O0-S,OrchidNorth,179,2022,9:02,0.5,23.4,82.5,7.02,217.7,NA,NA,NA,
P22-179-O0-S,OrchidNorth,179,2022,9:02,1,23.3,100.6,8.59,218.1,NA,NA,NA,
P22-186-S0-C,Strickers,186,2022,10:30,0,25.3,58.5,4.81,277.3,NA,NA,NA,
P22-186-S0-C,Strickers,186,2022,10:30,0.5,24.7,12.8,1.06,274.1,NA,NA,NA,
P22-186-T0-C,Tiedemans,186,2022,8:49,0,24.6,45.2,3.75,314.1,NA,NA,NA,
P22-186-T0-C,Tiedemans,186,2022,8:49,0.5,24.5,32.5,2.69,314.4,NA,NA,NA,
P22-186-T0-C,Tiedemans,186,2022,8:49,1,24.4,24.9,2.09,316.4,NA,NA,NA,
P22-188-E0-S,Elver,188,2022,11:45,0,26.4,117.6,9.48,184.4,NA,NA,NA,
P22-188-E0-S,Elver,188,2022,11:45,0.5,25.7,124.3,10.14,183.4,NA,NA,NA,
P22-188-E0-S,Elver,188,2022,11:45,1,25,43.7,3.61,182.7,NA,NA,NA,
P22-188-E0-S,Elver,188,2022,11:45,1.5,24.5,6.7,0.56,183.9,NA,NA,NA,
P22-188-L0-S,Lakeview,188,2022,10:34,0,26.2,160.2,12.92,617,NA,NA,NA,
P22-188-L0-S,Lakeview,188,2022,10:34,0.5,25.8,148,12.02,610,NA,NA,NA,
P22-188-L0-S,Lakeview,188,2022,10:34,1,25.6,125,10.2,621,NA,NA,NA,
P22-188-L0-S,Lakeview,188,2022,10:34,1.5,24.5,48.2,4.02,699,NA,NA,NA,
P22-188-L0-S,Lakeview,188,2022,10:34,2,23,12.9,1.09,749,NA,NA,NA,
P22-188-LW0-C,LakeviewWest,188,2022,9:51,0,25.8,120.9,9.86,163,NA,NA,NA,
P22-188-LW0-C,LakeviewWest,188,2022,9:51,0.5,25.3,73.7,6.05,163.5,NA,NA,NA,
P22-188-LW0-C,LakeviewWest,188,2022,9:51,1,25.1,31.6,2.6,165.8,NA,NA,NA,
P22-188-M0-S,McKee,188,2022,12:51,0,27.6,145.5,11.5,219.1,NA,NA,NA,
P22-188-M0-S,McKee,188,2022,12:51,0.5,25.8,84.4,6.92,216.8,NA,NA,NA,
P22-188-M0-S,McKee,188,2022,12:51,1,25.5,67.2,5.4,216.5,NA,NA,NA,
P22-188-O0-S,OrchidNorth,188,2022,8:56,0,25.4,45.4,3.73,189.6,NA,NA,NA,
P22-188-O0-S,OrchidNorth,188,2022,8:56,0.5,25.3,41.2,3.38,191.9,NA,NA,NA,
P22-188-O0-S,OrchidNorth,188,2022,8:56,1,25.2,51.4,4.24,193.4,NA,NA,NA,
P22-192-S0-C,Strickers,192,2022,9:10,0,24.5,105.2,8.8,236.5,NA,NA,NA,
P22-192-S0-C,Strickers,192,2022,9:10,0.5,24.4,96.7,8.07,235.8,NA,NA,NA,
P22-192-T0-C,Tiedemans,192,2022,9:10,0,23.4,44.1,3.71,298,NA,NA,NA,
P22-192-T0-C,Tiedemans,192,2022,9:10,0.25,23.4,40.4,3.43,304.6,NA,NA,NA,
P22-192-T0-C,Tiedemans,192,2022,9:10,0.5,23.4,39.7,3.37,304.9,NA,NA,NA,
P22-192-T0-C,Tiedemans,192,2022,9:10,0.75,23.4,39.1,3.32,304.8,NA,NA,NA,
P22-192-T0-C,Tiedemans,192,2022,9:10,1,23.4,29.9,2.53,305.3,NA,NA,NA,
P22-193-E0-S,Elver,193,2022,11:45,0,26.6,126.7,10.19,189.2,NA,NA,NA,
P22-193-E0-S,Elver,193,2022,11:45,0.5,26.1,126,10.19,190.1,NA,NA,NA,
P22-193-E0-S,Elver,193,2022,11:45,1,24.8,116.4,9.64,189.7,NA,NA,NA,
P22-193-E0-S,Elver,193,2022,11:45,1.5,24.3,77.3,6.45,187.3,NA,NA,NA,
P22-193-L0-S,Lakeview,193,2022,10:34,0,25.8,150.6,12.24,638,NA,NA,NA,
P22-193-L0-S,Lakeview,193,2022,10:34,0.5,25,116.3,9.58,636,NA,NA,NA,
P22-193-L0-S,Lakeview,193,2022,10:34,1,24.8,106.3,8.81,638,NA,NA,NA,
P22-193-L0-S,Lakeview,193,2022,10:34,1.5,24.3,76.2,6.37,655,NA,NA,NA,
P22-193-L0-S,Lakeview,193,2022,10:34,2,22.7,16.3,1.39,739,NA,NA,NA,
P22-193-LW0-C,LakeviewWest,193,2022,10:56,0,26.7,182.1,14.55,184,NA,NA,NA,
P22-193-LW0-C,LakeviewWest,193,2022,10:56,0.5,24.9,117.1,9.63,181.3,NA,NA,NA,
P22-193-LW0-C,LakeviewWest,193,2022,10:56,1,24.7,73.1,6.06,181,NA,NA,NA,
P22-193-M0-S,McKee,193,2022,12:51,0,27.2,161.8,12.79,224.8,NA,NA,NA,
P22-193-M0-S,McKee,193,2022,12:51,0.5,25.3,107.8,8.83,220.7,NA,NA,NA,
P22-193-M0-S,McKee,193,2022,12:51,1,24.5,46.3,3.86,221.6,NA,NA,NA,
P22-193-O0-S,OrchidNorth,193,2022,8:56,0,25.1,96.8,7.98,209.5,NA,NA,NA,
P22-193-O0-S,OrchidNorth,193,2022,8:56,0.5,24.4,76.7,6.42,208.9,NA,NA,NA,
P22-193-O0-S,OrchidNorth,193,2022,8:56,1,24.2,63.6,5.34,210.4,NA,NA,NA,
P22-199-S0-C,Strickers,199,2022,11:00,0,26.4,183.8,14.81,237.1,NA,NA,NA,
P22-199-S0-C,Strickers,199,2022,11:00,0.5,26.3,187.3,15.13,236.3,NA,NA,NA,
P22-199-S0-C,Strickers,199,2022,11:00,1,25.8,143.4,11.64,240.8,NA,NA,NA,
P22-199-T0-C,Tiedemans,199,2022,9:13,0,25.7,173.9,14.21,303.4,NA,NA,NA,
P22-199-T0-C,Tiedemans,199,2022,9:13,0.5,24.3,56.5,4.71,297.5,NA,NA,NA,
P22-199-T0-C,Tiedemans,199,2022,9:13,1,22.9,5.1,0.43,300.9,NA,NA,NA,
P22-201-E0-S,Elver,201,2022,1:06,0,26.7,110.9,8.89,169,NA,NA,NA,
P22-201-E0-S,Elver,201,2022,1:06,0.5,26.6,111.1,8.91,168.4,NA,NA,NA,
P22-201-E0-S,Elver,201,2022,1:06,1,26.6,109.9,8.8,168.3,NA,NA,NA,
P22-201-E0-S,Elver,,2022,1:06,1.5,25.3,26.8,2.23,172.8,NA,NA,NA,
P22-201-E0-S,Elver,201,2022,1:06,2,23.1,2.5,0.22,NA,NA,NA,NA,
P22-201-L0-S,Lakeview,201,2022,10:19,0,26.3,149.3,12.02,602,NA,NA,NA,
P22-201-L0-S,Lakeview,201,2022,10:19,0.5,26.2,136,10.97,593,NA,NA,NA,
P22-201-L0-S,Lakeview,201,2022,10:19,1,25.8,107,8.72,614,NA,NA,NA,
P22-201-L0-S,Lakeview,201,2022,10:19,1.5,24.8,55,4.54,650,NA,NA,NA,
P22-201-L0-S,Lakeview,201,2022,10:19,2,23,71,0.6,715,NA,NA,NA,
P22-201-LW0-C,LakeviewWest,201,2022,9:43,0,26.3,115.8,9.34,133.6,NA,NA,NA,
P22-201-LW0-C,LakeviewWest,201,2022,9:43,0.5,25.9,84,6.82,134,NA,NA,NA,
P22-201-LW0-C,LakeviewWest,201,2022,9:43,1,25.8,52.1,4.65,134.1,NA,NA,NA,
P22-201-M0-S,McKee,201,2022,2:08,0,27.6,130.3,10.26,184.1,NA,NA,NA,
P22-201-M0-S,McKee,201,2022,2:08,0.5,26.3,82.3,6.63,187.3,NA,NA,NA,
P22-201-M0-S,McKee,201,2022,2:08,1,26,61.2,4.97,186,NA,NA,NA,
P22-201-O0-S,OrchidNorth,201,2022,8:51,0,25.8,81.6,6.62,209.3,NA,NA,NA,
P22-201-O0-S,OrchidNorth,201,2022,8:51,0.5,25.8,72.7,5.95,210.7,NA,NA,NA,
P22-201-O0-S,OrchidNorth,201,2022,8:51,1,25.6,54.4,4.44,211.3,NA,NA,NA,
P22-206-S0-C,Strickers,206,2022,10:38,0,26,111.6,9.03,210.6,NA,NA,NA,
P22-206-S0-C,Strickers,206,2022,10:38,0.25,25.7,96.5,7.88,209.6,NA,NA,NA,
P22-206-S0-C,Strickers,206,2022,10:38,0.5,25.3,79.5,6.5,209.2,NA,NA,NA,
P22-206-S0-C,Strickers,206,2022,10:38,0.75,25.2,49.3,4.06,208.5,NA,NA,NA,
P22-206-T0-C,Tiedemans,206,2022,8:47,0,23.8,7.6,0.64,286.3,NA,NA,NA,
P22-206-T0-C,Tiedemans,206,2022,8:47,0.25,23.8,4.4,0.37,285.6,NA,NA,NA,
P22-206-T0-C,Tiedemans,206,2022,8:47,0.5,23.7,3.2,0.28,285.6,NA,NA,NA,
P22-206-T0-C,Tiedemans,206,2022,8:47,0.75,23.7,3.3,0.36,285.7,NA,NA,NA,
P22-206-T0-C,Tiedemans,206,2022,8:47,1,23.6,4.2,,286.9,NA,NA,NA,
P22-213-S0-C,Strickers,213,2022,10:55,0,25.4,79.4,6.52,166,NA,NA,NA,
P22-213-S0-C,Strickers,213,2022,10:55,0.5,25.3,79.5,6.51,212.8,NA,NA,NA,
P22-213-T0-C,Tiedemans,213,2022,9:14,0,25.2,75.3,6.2,296,NA,NA,NA,
P22-213-T0-C,Tiedemans,213,2022,9:14,0.5,25.2,65.4,5.39,296,NA,NA,NA,
P22-213-T0-C,Tiedemans,213,2022,9:14,1,24.9,31.1,2.61,295.9,NA,NA,NA,
P22-220-S0-C,Strickers,220,2022,11:44,0,25.6,59.6,4.85,162.2,NA,NA,NA,
P22-220-S0-C,Strickers,220,2022,11:44,0.25,25.7,58.6,4.79,162.1,NA,NA,NA,
P22-220-S0-C,Strickers,220,2022,11:44,0.5,25.7,58.6,4.78,162.5,NA,NA,NA,
P22-220-S0-C,Strickers,220,2022,11:44,0.75,25.7,55.6,4.55,162.6,NA,NA,NA,
P22-220-S0-C,Strickers,220,2022,11:44,1,25.7,52.6,4.29,162.7,NA,NA,NA,
P22-220-T0-C,Tiedemans,220,2022,9:25,0,25.3,32.6,2.66,215.6,NA,NA,NA,
P22-220-T0-C,Tiedemans,220,2022,9:25,0.25,25.4,31.3,2.57,216.8,NA,NA,NA,
P22-220-T0-C,Tiedemans,220,2022,9:25,0.5,25.4,29.2,2.45,214.9,NA,NA,NA,
P22-220-T0-C,Tiedemans,220,2022,9:25,0.75,25.3,6.9,0.58,212,NA,NA,NA,
P22-228-S0-C,Strickers,228,2022,10:47,0,22.6,99.8,8.13,202.7,NA,NA,NA,
P22-228-S0-C,Strickers,228,2022,10:47,0.25,22.1,71,6.2,175.2,NA,NA,NA,
P22-228-S0-C,Strickers,228,2022,10:47,0.5,22,35.1,3.04,175.9,NA,NA,NA,
P22-228-S0-C,Strickers,228,2022,10:47,0.75,21.5,31.2,2.74,176.1,NA,NA,NA,
P22-228-S0-C,Strickers,228,2022,10:47,1,21.6,9.2,0.79,180.7,NA,NA,NA,
P22-228-T0-C,Tiedemans,228,2022,8:41,0,20.8,28.9,2.59,249.6,NA,NA,NA,
P22-228-T0-C,Tiedemans,228,2022,8:41,0.25,20.4,23.8,2.14,252.6,NA,NA,NA,
P22-228-T0-C,Tiedemans,228,2022,8:41,0.5,20.2,23.5,2.12,252.9,NA,NA,NA,
P22-228-T0-C,Tiedemans,228,2022,8:41,0.75,20.2,23.8,2.15,252.7,NA,NA,NA,
P22-228-T0-C,Tiedemans,228,2022,8:41,1,20.1,28.5,2.58,253.2,NA,NA,NA,
P22-234-S0-C,Strickers,234,2022,10:30,0,24.3,163.7,13.69,186.9,NA,NA,NA,
P22-234-S0-C,Strickers,234,2022,10:30,0.25,24.2,161.4,13.51,187.7,NA,NA,NA,
P22-234-S0-C,Strickers,234,2022,10:30,0.5,24.1,159.3,13.38,183.5,NA,NA,NA,
P22-234-S0-C,Strickers,234,2022,10:30,0.75,24,157.7,13.29,181.4,NA,NA,NA,
P22-234-S0-C,Strickers,234,2022,10:30,1,23.7,156,13.24,174.2,NA,NA,NA,
P22-234-T0-C,Tiedemans,234,2022,9:02,0,22.6,65.7,5.72,246.7,NA,NA,NA,
P22-234-T0-C,Tiedemans,234,2022,9:02,0.25,22.4,63.3,5.51,243.8,NA,NA,NA,
P22-234-T0-C,Tiedemans,234,2022,9:02,0.5,22.1,62.7,5.48,244.1,NA,NA,NA,
P22-234-T0-C,Tiedemans,234,2022,9:02,0.75,22,61.9,5.42,244.3,NA,NA,NA,
P22-234-T0-C,Tiedemans,234,2022,9:02,1,21.9,61.9,5.42,244.3,NA,NA,NA,
P22-241-S0-C,Strickers,241,2022,10:47,0,24.3,88.2,7.36,137.5,NA,NA,NA,
P22-241-S0-C,Strickers,241,2022,10:47,0.5,24.2,76.7,6.43,137.6,NA,NA,NA,
P22-241-S0-C,Strickers,241,2022,10:47,1,24,38.5,3.31,137.5,NA,NA,NA,
P22-241-T0-C,Tiedemans,241,2022,9:11,0,24,50.1,4.28,198.1,NA,NA,NA,
P22-241-T0-C,Tiedemans,241,2022,9:11,0.25,23.9,42.4,3.55,199.1,NA,NA,NA,
P22-241-T0-C,Tiedemans,241,2022,9:11,0.5,23.8,34.6,2.95,199.2,NA,NA,NA,
P22-241-T0-C,Tiedemans,241,2022,9:11,0.75,23.6,7.1,1.04,201.8,NA,NA,NA,
P22-249-S0-C,Strickers,249,2022,11:15,0,23.1,179.3,15.33,177.3,NA,NA,NA,
P22-249-S0-C,Strickers,249,2022,11:15,0.5,21.1,122,10.86,156.5,NA,NA,NA,
P22-249-T0-C,Tiedemans,249,2022,9:20,0,19.6,44.7,4.05,211.3,NA,NA,NA,
P22-249-T0-C,Tiedemans,249,2022,9:20,0.25,19,37.8,3.42,210.3,NA,NA,NA,
P22-249-T0-C,Tiedemans,249,2022,9:20,0.5,18.9,30.6,2.77,209.1,NA,NA,NA,
P22-249-T0-C,Tiedemans,249,2022,9:20,0.75,18.9,12.1,1.08,208.9,NA,NA,NA,
P22-255-S0-C,Strickers,255,2022,11:10,0,16.8,58.7,5.69,120.7,NA,NA,NA,
P22-255-S0-C,Strickers,255,2022,11:10,0.25,16.8,58.1,5.64,120.9,NA,NA,NA,
P22-255-S0-C,Strickers,255,2022,11:10,0.5,16.8,58.3,5.65,120.9,NA,NA,NA,
P22-255-S0-C,Strickers,255,2022,11:10,0.75,16.8,57.5,5.57,120.9,NA,NA,NA,
P22-255-S0-C,Strickers,255,2022,11:10,1,16.8,56.8,5.5,120.9,NA,NA,NA,
P22-255-T0-C,Tiedemans,255,2022,9:42,0,15.8,52.8,5.19,152.4,NA,NA,NA,
P22-255-T0-C,Tiedemans,255,2022,9:42,0.25,15.6,49.5,4.9,153,NA,NA,NA,
P22-255-T0-C,Tiedemans,255,2022,9:42,0.5,15.6,48.3,4.8,151.6,NA,NA,NA,
P22-255-T0-C,Tiedemans,255,2022,9:42,0.75,15.5,42.6,4.35,150.7,NA,NA,NA,
P22-255-T0-C,Tiedemans,255,2022,9:42,1,15.4,37.4,3.78,151.4,NA,NA,NA,
P22-262-S0-C,Strickers,262,2022,9:14,0,22,68.1,5.84,128.1,NA,NA,NA,
P22-262-S0-C,Strickers,262,2022,9:14,0.25,21.9,60.1,5.27,124.3,NA,NA,NA,
P22-262-S0-C,Strickers,262,2022,9:14,0.5,21.7,41.6,3.69,122.9,NA,NA,NA,
P22-262-S0-C,Strickers,262,2022,9:14,0.75,21.7,18.5,1.09,123.4,NA,NA,NA,
P22-262-T0-C,Tiedemans,262,2022,9:14,0,21,42.8,3.8,172.1,NA,NA,NA,
P22-262-T0-C,Tiedemans,262,2022,9:14,0.25,20.8,38.3,3.45,172.9,NA,NA,NA,
P22-262-T0-C,Tiedemans,262,2022,9:14,0.5,20.7,37.5,3.35,173.4,NA,NA,NA,
P22-262-T0-C,Tiedemans,262,2022,9:14,0.75,20.7,36.6,3.28,173.2,NA,NA,NA,
P22-269-S0-C,Strickers,269,2022,NA,0,14.8,98.5,9.93,137.7,NA,NA,NA,
P22-269-S0-C,Strickers,269,2022,NA,0.25,15,98.2,9.9,137.9,NA,NA,NA,
P22-269-S0-C,Strickers,269,2022,NA,0.5,14.9,97.3,8.26,137.9,NA,NA,NA,
P22-269-S0-C,Strickers,269,2022,NA,0.75,14.9,14.3,1.35,137.8,NA,NA,NA,
P22-269-T0-C,Tiedemans,269,2022,9:38,0,12.9,74.4,7.85,187.9,NA,NA,NA,
P22-269-T0-C,Tiedemans,269,2022,9:38,0.25,12.7,73,7.74,189,NA,NA,NA,
P22-269-T0-C,Tiedemans,269,2022,9:38,0.5,12.6,70.2,7.45,189.2,NA,NA,NA,
P22-269-T0-C,Tiedemans,269,2022,9:38,0.75,12.6,71.2,7.57,189.6,NA,NA,NA,
P22-283-S0-C,Strickers,283,2022,NA,0,12.8,120.2,12.8,139.5,NA,NA,NA,
P22-283-S0-C,Strickers,283,2022,NA,0.25,12,96.7,10.47,138.1,NA,NA,NA,
P22-283-S0-C,Strickers,283,2022,NA,0.5,11.6,90.1,9.8,131.2,NA,NA,NA,
P22-283-S0-C,Strickers,283,2022,NA,0.75,11.5,30.1,3.22,130.7,NA,NA,NA,
P22-283-T0-C,Tiedemans,283,2022,9:11,0,11.6,67.1,7.28,197.4,NA,NA,NA,
P22-283-T0-C,Tiedemans,283,2022,9:11,0.25,11,61.8,6.81,199.8,NA,NA,NA,
P22-283-T0-C,Tiedemans,283,2022,9:11,0.5,10.8,60.2,6.66,199.7,NA,NA,NA,
P22-283-T0-C,Tiedemans,283,2022,9:11,0.75,10.7,58.8,6.53,199.2,NA,NA,NA,
